Symbol,Company Name,Sector Index
RAGHUNAT,Raghunath International Ltd.,NIFTY FMCG
CHEVIOT,Cheviot Co.Ltd.,
DAICHI,Dai-Ichi Karkaria Ltd.,NIFTY CHEMICALS
SPICEISLIN,SPICE ISLANDS INDUSTRIES LIMITED,NIFTY CONSUMER DURABLES
CONFIPET,Confidence Petroleum India Limited,NIFTY ENERGY
SIPL,Shelter Infra Projects Limited,
SHAKTIPR,Shakti Press Ltd.,NIFTY MEDIA
ASHSI,Ashirwad Steels & Industries  Ltd.,
BANARBEADS,Banaras Beads Ltd.,NIFTY CONSUMER DURABLES
AREXMIS,Arex Industries Ltd.,
BI,Bilcare Ltd.,NIFTY PHARMA
ISFL,ISF LIMITED,NIFTY FINANCIAL SERVICES
RISHILASE,Rishi Laser  Ltd.,
JAINCO,Jainco Projects (India) Ltd.,NIFTY SERVICES
KUMPFIN,Kumbhat Financial Services Ltd.,NIFTY FINANCIAL SERVICES
INTECCAP,Intec Capital Limited,NIFTY FINANCIAL SERVICES
RAJGASES,Rajasthan Gases Ltd.,NIFTY ENERGY
SIDDHEGA,Siddheswari Garments Ltd.,NIFTY SERVICES
63MOONS,63 Moons Technologies Limited,NIFTY IT
SHIKHAR,Shikhar Consultants Ltd.,NIFTY FINANCIAL SERVICES
SARLAPOLY,Sarla Performance Fibers Ltd,
MKTCREAT,Market Creators Ltd.,NIFTY FINANCIAL SERVICES
HFIL,HIMALAYA FOOD INTERNATIONAL LIMITED,NIFTY FMCG
SONALAD,Sonal Adhesives Ltd.,NIFTY CHEMICALS
PADMAIND,Padmanabh Industries Limited,NIFTY CHEMICALS
21STCENMGM,Twentyfirst Century Management Serv,NIFTY FINANCIAL SERVICES
HRYNSHP,Hariyana Ship Breakers Ltd.,
ARUNIS,ARUNIS ABODE LIMITED,NIFTY FINANCIAL SERVICES
TYROON,Tyroon Tea Co. Ltd.,NIFTY FMCG
LAOPALA,La Opala RG Ltd.,NIFTY CONSUMER DURABLES
STYLAMIND,Stylam Industries Limited,NIFTY CONSUMER DURABLES
VENUSREM,Venus Remedies Ltd.,NIFTY PHARMA
WOODSVILA,Woodsvilla Limited,NIFTY SERVICES
LASTMILE,LAST MILE ENTERPRISES LIMITED,NIFTY FINANCIAL SERVICES
GUJCRAFT,Gujarat Craft Industries Ltd.,
HEERAISP,Heera Ispat Ltd.,
DHOOTIN,Dhoot Industrial Finance Ltd.,NIFTY SERVICES
CRIMSON,Crimson Metal Engineering Company Ltd,
SHBAJRG,SHRI BAJRANG ALLIANCE LIMITED,
URJA,Urja Global Limited,
ASHAPURMIN,Ashapura Minechem Ltd,NIFTY METAL
SHREEPAC,Shree Pacetronix Ltd,NIFTY PHARMA
GUJALKALI,Gujarat Alkalis & Chemicals Ltd.,NIFTY CHEMICALS
INDIACEM,India Cements Ltd.,NIFTY CONST MAT
JKTYRE,JK Tyre & Industries Ltd.,NIFTY AUTO
MANGCHEFER,Mangalore Chemicals & Fertilisers L,NIFTY CHEMICALS
SIL,Standard Industries Ltd.,NIFTY REALTY
JUBLPHARMA,JUBILANT PHARMOVA LIMITED,NIFTY PHARMA
THEINVEST,THE INVESTMENT TRUST OF INDIA LIMITED,NIFTY FINANCIAL SERVICES
SAMYAKINT,Samyak International Limited,NIFTY SERVICES
AADIIND,Aadi Industries Ltd,NIFTY CHEMICALS
SPARKLEGR,SPARKLE GOLD ROCK LIMITED,
ACKNIT,Acknit Industries Ltd,
TITANSEC,Titan Securities Ltd.,NIFTY FINANCIAL SERVICES
REALECO,REAL ECO-ENERGY LIMITED,NIFTY ENERGY
HRMNYCP,Harmony Capital Services Ltd.,NIFTY SERVICES
VIVANZA,Vivanza Biosciences Limited,NIFTY PHARMA
YASHRAJC,Yashraj Containeurs Ltd.,
LORDSHOTL,Lords Ishwar Hotels Limited,NIFTY SERVICES
CSLFINANCE,CSL Finance Limited,NIFTY FINANCIAL SERVICES
SANGHVIMOV,Sanghvi Movers Ltd.,NIFTY SERVICES
SELAN,Selan Exploration Technology Ltd.,NIFTY ENERGY
PURETROP,PURETROP FRUITS LIMITED,NIFTY FMCG
FAZE3Q,Faze Three Ltd.,
ACEEDU,ACE EDUTREND LIMITED,NIFTY SERVICES
PRADHIN,PRADHIN LIMITED,
ANUPAM,ANUPAM FINSERV LIMITED,NIFTY FINANCIAL SERVICES
RAJPACK,Raj Packaging Industries Ltd.,
PRIVISCL,PRIVI SPECIALITY CHEMICALS LIMITED,NIFTY CHEMICALS
NATRAJPR,Natraj Proteins Ltd.,NIFTY FMCG
SAMRATPH,Samrat Pharmachem Ltd.,NIFTY PHARMA
NPRFIN,NPR Finance Ltd.,NIFTY FINANCIAL SERVICES
NILE,Nile Ltd.,NIFTY METAL
UDAICEMENT,Udaipur Cement Works Limited,NIFTY CONST MAT
AMCOIND,Amco India Ltd.,
OPTIEMUS,Optiemus Infracom Limited,NIFTY TELECOM
KREONFIN,Kreon Finnancial Services Limited,NIFTY FINANCIAL SERVICES
GYANDEV,Gyan Developers & Builders Ltd.,NIFTY REALTY
KISAN,Kisan Mouldings Ltd.,
GARODCH,Garodia Chemicals Ltd.,NIFTY SERVICES
KERALAYUR,Kerala Ayurveda Limited,NIFTY PHARMA
MONGIPA,Moongipa Capital Finance Ltd.,NIFTY FINANCIAL SERVICES
MOHITPPR,Mohit Paper Mills Ltd.,
DAULAT,Daulat Securities Ltd.,NIFTY FINANCIAL SERVICES
OSCARGLO,Oscar Global Ltd,NIFTY CONSUMER DURABLES
ODYSSEY,Odyssey Technologies Ltd.,NIFTY IT
VKGLOBAL,VK Global Industries Limited,NIFTY SERVICES
RSCINT,RSC International Limited,
SURATRAML,Surat Trade and Mercantile Limited,
ATHARVENT,Atharv Enterprises Limited,NIFTY FINANCIAL SERVICES
FUNDVISER,FUNDVISER CAPITAL (INDIA) LIMITED,NIFTY FINANCIAL SERVICES
THEMISMED,Themis Medicare Ltd.,NIFTY PHARMA
KALLAM,KALLAM TEXTILES LTD,
BRAWN,Brawn Biotech Limited,NIFTY PHARMA
FORINTL,Fortune International Ltd.,NIFTY SERVICES
KINGSINFR,Kings Infra Ventures Limited,NIFTY FMCG
SWOJAS,SWOJAS FOODS LIMITED,NIFTY FMCG
NUTRICIRCLE,Nutricircle Limited,NIFTY FMCG
SUBSM,Subhash Silk Mills Ltd.,
AUROLAB,Auro Laboratories Ltd.,NIFTY PHARMA
KJMCFIN,KJMC Financial Services Ltd.,NIFTY FINANCIAL SERVICES
SUVEN,Suven Life Sciences Ltd.,NIFTY PHARMA
ARYAMAN,Aryaman Financial Services Ltd.,NIFTY FINANCIAL SERVICES
BRIDGESE,Bridge Securities Ltd.,NIFTY FINANCIAL SERVICES
RISAINTL,Risa International Limited,NIFTY SERVICES
RAJTUBE,Rajasthan Tube Mfg. Co,
KAYPOWR,Kay Power And Paper Ltd,
INTSTOIL,Inter State Oil Carrier Ltd,NIFTY SERVICES
GLOBALCA,Global Capital Markets Ltd.,NIFTY FINANCIAL SERVICES
SAINIK,Sainik Finance and Industries Ltd,NIFTY CONST MAT
ARIGATO,ARIGATO UNIVERSE LIMITED,
RICHUNV,Rich Universe Network Ltd,NIFTY FINANCIAL SERVICES
QUANTDIA,Quantum Digital Vision (India) Ltd.,
SPCAPIT,S.P.Capital Financing Ltd.,NIFTY SERVICES
PAOS,PAOS INDUSTRIES LIMITED,NIFTY FMCG
SHRAJOI,Shri Rajivlochan Oil Extraction Ltd,NIFTY FMCG
KOTHARIPRO,Kothari Products Ltd.,NIFTY SERVICES
PICCADIL,Piccadily Agro Industries ltd.,NIFTY FMCG
CLSEL,Chaman Lal Setia Exports Ltd.,NIFTY FMCG
CHANDRAP,Chandra Prabhu International Ltd.,NIFTY SERVICES
KIMIABL,KIMIA BIOSCIENCES LIMITED,NIFTY PHARMA
HINDTIN,Hindustan Tin Works Ltd.,
GODAVARI,Godavari Drugs Ltd.,NIFTY PHARMA
PREMCO,Premco Global Ltd.,
MUKESHB,Mukesh Babu Financial Services Ltd.,NIFTY FINANCIAL SERVICES
GENUSPOWER,Genus Power Infrastructures Ltd,
ASIANENE,ASIAN ENERGY SERVICES LTD,NIFTY ENERGY
KBSINDIA,KBS INDIA LIMITED,NIFTY FINANCIAL SERVICES
PRABHHANS,PRABHHANS INDUSTRIES LIMITED,
UGARSUGAR,Ugar Sugar Works Ltd.,NIFTY FMCG
ORIENTBELL,Orient Bell Limited,NIFTY CONSUMER DURABLES
NRBBEARING,NRB Bearings Ltd.,NIFTY AUTO
VAMSHIRU,Vamshi Rubber Ltd.,NIFTY AUTO
NILAINFRA,Nila Infrastructures Ltd,NIFTY REALTY
DBSTOCKBRO,DB(INTERNATIONAL)Stock Brokers Ltd,NIFTY FINANCIAL SERVICES
VINYOFL,Vinyoflex Ltd.,NIFTY CHEMICALS
JINDCAP,Jindal Capital Ltd.,NIFTY FINANCIAL SERVICES
EPIC,EPIC Energy Ltd.,NIFTY FINANCIAL SERVICES
SUMEDHA,Sumedha Fiscal Services Ltd.,NIFTY FINANCIAL SERVICES
KUWERIN,Kuwer Industries Ltd.,NIFTY CHEMICALS
CHOKSI,CHOKSI ASIA LIMITED,NIFTY FMCG
ASHISHPO,Ashish Polyplast Ltd.,
SHIVAAGRO,Shiva Global Agro Industries Limited,NIFTY CHEMICALS
SIDDHA,Siddha Ventures Limited,NIFTY FINANCIAL SERVICES
KIRANSY-B,Kiran Syntex Ltd.,
SUMERUIND,Sumeru Industries Ltd.,NIFTY SERVICES
RUNGTAIR,Rungta Irrigation Ltd.,
GTTDATA,GTT DATA SOLUTIONS LIMITED,NIFTY IT
VALSONQ,Valson Industries Ltd.,
SABOOSOD,Saboo Sodium Chloro Ltd.,NIFTY FMCG
GSLSEC,GSL Securities Ltd.,NIFTY FINANCIAL SERVICES
TINNARUBR,Tinna Rubber and Infrastructure Limited,
VIKRAMTH,Vikram Thermo (India) Ltd.,NIFTY CHEMICALS
STRATMONT,STRATMONT INDUSTRIES LIMITED,NIFTY SERVICES
AKCAPIT,A.K.Capital Services Ltd.,NIFTY FINANCIAL SERVICES
RELAXO,Relaxo Footwears Ltd.,NIFTY CONSUMER DURABLES
VIRAT,Virat Industries Ltd.,
RRETAIL,RAJNISH RETAIL LIMITED,NIFTY CONSUMER DURABLES
TERAI,Terai Tea Co. Ltd.,NIFTY FMCG
COSCO,Cosco (India) ltd.,NIFTY CONSUMER DURABLES
KENFIN,Ken Financial Services Ltd.,NIFTY FINANCIAL SERVICES
SHILPAMED,Shilpa Medicare Ltd.,NIFTY PHARMA
PARACABLES,Paramount Communications Ltd.,
NCLRESE,NCL Research And Financial Services,NIFTY FINANCIAL SERVICES
POPEES,POPEES CARES LIMITED,
EXPLICITFIN,Explicit Finance Limited,NIFTY SERVICES
LADDERUP,Ladderup Finance Ltd.,NIFTY FINANCIAL SERVICES
UYFINCORP,U. Y. FINCORP LIMITED,NIFTY FINANCIAL SERVICES
EKAMLEA,Ekam Leasing & Finance Co. Ltd.,NIFTY SERVICES
SWASTIKA,Swastika Investmart Ltd,NIFTY FINANCIAL SERVICES
PRIMAPLA,Prima Plastics Ltd.,NIFTY CONSUMER DURABLES
TELECANOR,TeleCanor Global Limited,NIFTY IT
JAGSONFI,Jagsonpal Finance & Leasing Ltd.,NIFTY FINANCIAL SERVICES
GARGFUR,Garg Furnace Ltd.,
SAMPRE,Sampre Nutritions Ltd.,NIFTY FMCG
AAIL,Akar Auto Industries Limited,NIFTY AUTO
VIPULORG,Vipul Organics Limited,NIFTY CHEMICALS
ECORECO,Eco Recycling Limited,
GOODLUCK,Goodluck India Limited,
GOYALASS,Goyal Associates Ltd.,NIFTY FINANCIAL SERVICES
ZENITHHE,Zenith Health Care Ltd.,NIFTY PHARMA
ACEENGITEC,ACE ENGITECH LIMITED,NIFTY IT
YORKEXP,York Exports Ltd.,NIFTY CONSUMER DURABLES
SUPREME,Supreme Holdings & Hospitality (India) Ltd,NIFTY REALTY
LYKISLTD,Lykis Limited,NIFTY SERVICES
PRIMEPRO,Prime Property Development Corporation Ltd.,NIFTY REALTY
ZENLABS,Zenlabs Ethica Limited,NIFTY SERVICES
RAJRILTD,Raj Rayon Industries Limited,
ANIRIT,ANIRIT VENTURES LIMITED,
GOWRALE,Gowra Leasing & Finance Ltd.,NIFTY FINANCIAL SERVICES
JAGANLAM,Jagan Lamps Ltd.,NIFTY AUTO
ASITCFIN,Asit C Mehta Financial Services Limited,NIFTY FINANCIAL SERVICES
ENCODE,ENCODE PACKAGING INDIA LIMITED,NIFTY MEDIA
SUPERBAK,Super Bakers (India) Ltd.,NIFTY FMCG
OVOBELE,Ovobel Foods Ltd.,NIFTY FMCG
ACSTECH,ACS TECHNOLOGIES LIMITED,NIFTY IT
CHALLANI,CHALLANI CAPITAL LIMITED,NIFTY FINANCIAL SERVICES
CORNE,Coral Newsprints Ltd.,
STERTOOLS,Sterling Tools Ltd.,NIFTY AUTO
AGARWAL,AGARWAL FORTUNE INDIA LIMITED,
DYNAMICP,Dynamic Protfolio Management & Serv,NIFTY FINANCIAL SERVICES
INLANPR,Inland Printers Ltd.,NIFTY MEDIA
CEEJAY,Ceejay Finance Limited,NIFTY FINANCIAL SERVICES
SUNCITYSY,Suncity Synthetics Ltd.,
SHGANEL,Shree Ganesh Elastoplast Ltd,NIFTY SERVICES
ANNAINFRA,Anna Infrastructures Ltd,NIFTY FINANCIAL SERVICES
BHAGERIA,Bhageria Industries Limited,NIFTY CHEMICALS
OIVL,ONESOURCE INDUSTRIES AND VENTURES LIMITED,NIFTY SERVICES
BNRUDY,BNR Udyog Ltd.,NIFTY SERVICES
KRBL,KRBL Ltd.,NIFTY FMCG
SSPDL,SSPDL Limited,NIFTY REALTY
DAIKAFFI,Daikaffil Chemicals India Ltd.,NIFTY CHEMICALS
CILSEC,Cil Securities Ltd.,NIFTY FINANCIAL SERVICES
CLIOINFO,Clio Infotech Ltd.,NIFTY IT
CUPID,Cupid Limited,NIFTY FMCG
SUNSHIEL,Sunshield Chemicals Ltd.,NIFTY CHEMICALS
GDLLEAS,GDL Leasing & Finance ltd.,NIFTY FINANCIAL SERVICES
CHEMBOND,Chembond Material Technologies Limited,NIFTY CHEMICALS
CIFL,CAPITAL INDIA FINANCE LIMITED,NIFTY FINANCIAL SERVICES
ABVL,Arunjyoti Bio Ventures Limited ,NIFTY FINANCIAL SERVICES
SUCROSA,Super Crop Safe Ltd.,NIFTY CHEMICALS
NGIND,N.G.Industries Ltd.,NIFTY PHARMA
ASIAPAK,Asia Pack Ltd.,
SICAPIT,S.I.Capital And Financial Services,NIFTY SERVICES
ERPSOFT,ERP Soft Systems Ltd.,NIFTY SERVICES
RRSECUR,R.R.Securities Ltd.,NIFTY SERVICES
REMSONSIND,Remsons Industries Ltd.,NIFTY AUTO
INTETHR,Integrated Thermoplastics Ltd.,
RAMSONS,Ramsons Projects Ltd.,NIFTY FINANCIAL SERVICES
HARAFIN,Haryana Financial Corporation ltd.,NIFTY FINANCIAL SERVICES
EUROASIA,Euro Asia Exports Ltd.,NIFTY SERVICES
STANPACK,Stanpacks (India) Ltd.,
SABTNL,Sri Adhikari Brothers Television Ne,NIFTY MEDIA
RAMINFO,RAMINFO LIMITED,NIFTY IT
SUNILAGR,Sunil Agro Foods ltd.,NIFTY FMCG
DIANATEA,Diana Tea Co.Ltd.,NIFTY FMCG
VIKASECO,Vikas EcoTech Limited,NIFTY CHEMICALS
IOC,Indian Oil Corporation Ltd.,NIFTY ENERGY
ALFAICA,Alfa Ica (India) Ltd,
SKCIL,Shri Keshav Cements and Infra Limited,NIFTY CONST MAT
INDIAHOME,India Home Loan Limited,NIFTY FINANCIAL SERVICES
ROOPAIND,Roopa Industries Ltd.,NIFTY PHARMA
UNIQUEO,Unique Organics Ltd.,NIFTY FMCG
BALAMINES,Balaji Amines Ltd.,NIFTY CHEMICALS
SWRNASE,Swarna Securities Ltd.,NIFTY FINANCIAL SERVICES
VENMAX,Venmax Drugs And Pharmaceuticals Ltd,NIFTY PHARMA
ARISE,Arihants Securities ltd.,NIFTY SERVICES
VISAGAR,Visagar Financial Services Ltd,NIFTY FINANCIAL SERVICES
LIBORD,Libord Securities Ltd.,NIFTY FINANCIAL SERVICES
EBIX,ERAAYA LIFESPACES LIMITED,NIFTY AUTO
COMPEAU,Competent Automobiles Co. Ltd.,NIFTY AUTO
ZDHJERK,Dhanvantri Jeevan Rekha Ltd.,NIFTY PHARMA
NEELKAN,Neelkanth Rockminerals ltd.,NIFTY CONST MAT
VINTAGES,Vintage Securities Ltd.,NIFTY FINANCIAL SERVICES
OSWALOR,Oswal Overseas Ltd,NIFTY FMCG
CONTILI,Contil India Limited,NIFTY SERVICES
VIJSOLX,Vijay Solvex Ltd.,NIFTY FMCG
SHRIKRISH,Shri Krishna Devcon Limited,NIFTY REALTY
ALANKIT,Alankit Limited,NIFTY SERVICES
UNITDCR,United Credit ltd.,NIFTY FINANCIAL SERVICES
OMINFRAL,OM INFRA LIMITED,
CHECKPOINT,Checkpoint Trends Limited,NIFTY PHARMA
ISHANCH,Ishan Dyes and Chemicals Limited,NIFTY CHEMICALS
GOTHIPL,Gothi Plascon (India) Ltd.,NIFTY CONSUMER DURABLES
BALUFORGE,BALU FORGE INDUSTRIES LIMITED,
CEENIK,Ceenik Exports (india) Ltd.,NIFTY CONSUMER DURABLES
PATELENG,Patel Engineering Ltd,
KATIPATANG,KATI PATANG LIFESTYLE LIMITED,NIFTY FMCG
MENAMANI,MENA MANI INDUSTRIES LIMITED,NIFTY FINANCIAL SERVICES
INANI,Inani Marbles & Industries Ltd.,NIFTY CONST MAT
GEMSI,Gemstone Investments Ltd.,NIFTY SERVICES
ELFORGE,El Forge Ltd.,NIFTY AUTO
MEDICAMEQ,Medicamen Biotech Ltd.,NIFTY PHARMA
ALICON,Alicon Castalloy Limited,NIFTY AUTO
DILIGENT,Diligent Industries Limited,NIFTY FMCG
EPSOMPRO,Epsom Properties Limited,NIFTY REALTY
ALFAVIO,Alfavision Overseas (India) Ltd.,NIFTY FMCG
ORGCOAT,Organic Coatings Ltd.,NIFTY CHEMICALS
CATVISION,Catvision Limited,NIFTY SERVICES
ABMKNO,ABM Knowledgeware Ltd.,NIFTY IT
EMAMILTD,Emami Ltd,NIFTY FMCG
KEMISTAR,Kemistar Corporation Limited,NIFTY CHEMICALS
ASSOCER,Associated Ceramics Ltd.,NIFTY CONST MAT
SKPSEC,SKP Securities Ltd.,NIFTY FINANCIAL SERVICES
SYSCHEM,Syschem (India) Ltd.,NIFTY PHARMA
MEFCOMCAP,Mefcom Capital Markets Ltd.,NIFTY FINANCIAL SERVICES
HEMANG,Hemang Resources Limited,NIFTY SERVICES
ARMANFIN,Arman Financial Services Limited,NIFTY FINANCIAL SERVICES
TAVERNIER,Tavernier Resources Limited,NIFTY SERVICES
FILTRON,Filtron Engineers Ltd.,NIFTY SERVICES
GLANCE,Glance Finance Ltd.,NIFTY FINANCIAL SERVICES
SHILCTECH,Shilchar Technologies Ltd.,
TRADEWELL,TRADEWELL HOLDINGS LIMITED,NIFTY SERVICES
SPRIGHT,SPRIGHT AGRO LIMITED,NIFTY SERVICES
NUCLEUS,Nucleus Software Exports Ltd,NIFTY IT
COLINZ,Colinz Laboratories ltd.,NIFTY PHARMA
NLFL,Nalin Lease Finance Ltd.,NIFTY FINANCIAL SERVICES
MANAPPURAM,Manappuram Finance Limited,NIFTY FINANCIAL SERVICES
RTSPOWR,RTS Power Corporation Ltd.,
COMFINTE,Comfort Intech Ltd,NIFTY FMCG
SHYAMACOMP,Shyama Computronics and Services Limited,NIFTY PHARMA
MAYURFL,Mayur Floorings Ltd.,NIFTY CONST MAT
ANJANI,Anjani Synthetics Limited,
XTGLOBAL,XTGLOBAL INFOTECH LIMITED,NIFTY IT
DECOMIC,Deco-Mica Ltd.,NIFTY CHEMICALS
RANDER,Rander Corporation Ltd.,NIFTY FINANCIAL SERVICES
RASIELEC,Rasi Electrodes Ltd.,
SCOOBEEDAY,SCOOBEE DAY GARMENTS (INDIA) LIMITED,
CITIPOR,Citiport Financial Services Ltd.,NIFTY FINANCIAL SERVICES
DHRUVCA,Dhruva Capital Services Ltd.,NIFTY FINANCIAL SERVICES
LINC,LINC LIMITED,NIFTY FMCG
PRIMAIN,Prima Industries Ltd.,NIFTY FMCG
INDGELA,India Gelatine & Chemicals Ltd.,NIFTY CHEMICALS
OPTIFIN,Optimus Finance Limited,NIFTY FINANCIAL SERVICES
PARAGONF,Paragon Finance Ltd.,NIFTY FINANCIAL SERVICES
PRATIKSH,Pratiksha Chemicals Ltd.,NIFTY CHEMICALS
ESHAMEDIA,Esha Media Research Limited,NIFTY MEDIA
REFEXRENEW,Refex Renewables & Infrastructure Limited,
EQUILATERA,EQUILATERAL ENTERPRISES LIMITED,
VSTTILLERS,V.S.T.Tillers Tractors Ltd.,
B2BSOFT,B2B Software Technologies Ltd.,NIFTY IT
RADHEDE,Radhe Developers (India) ltd.,NIFTY REALTY
ELIXIR,Elixir Capital Limited,NIFTY FINANCIAL SERVICES
TRISHAKT,Trishakti Industries Limited,NIFTY SERVICES
PANKAJPO,Pankaj Polymers Ltd.,
MARBLE,MARBLE CITY INDIA LIMITED,NIFTY CONST MAT
CINDRELL,Cindrella Financial Services Ltd.,NIFTY FINANCIAL SERVICES
ADHHATA,ADHATA GLOBAL LIMITED,NIFTY CONSUMER DURABLES
NATPLASTI,National Plastic Technologies Ltd,
LEADFIN,Lead Financial Services  Ltd,NIFTY FINANCIAL SERVICES
NATFIT,National Fittings Limited,
ARTEFACT,Artefact Projects Ltd,NIFTY SERVICES
AMITINT,Amit International Ltd.,
HIGHSTREE,High Street Filatex Limited,
NUTECGLOB,Nutech Global Ltd.,
DHPIND,DHP India Ltd.,NIFTY ENERGY
RRIL,RRIL LIMITED,
AVAILFC,Available Finance Ltd.,NIFTY FINANCIAL SERVICES
INTCAPL,INTEGRA CAPITAL LIMITED,NIFTY FINANCIAL SERVICES
MARUTISE,Maruti Securities Ltd.,NIFTY FINANCIAL SERVICES
HAVISHA,SRI HAVISHA HOSPITALITY AND INFRASTRUCTURE LIMITED,NIFTY SERVICES
JAYIND,JAYATMA INDUSTRIES LIMITED,
ROSELABS,Roselabs Finance Ltd.,NIFTY FINANCIAL SERVICES
CHARMS,Charms Industries Ltd,NIFTY FINANCIAL SERVICES
KRETTOSYS,KRETTO SYSCON LIMITED,NIFTY REALTY
VIKALPS,Vikalp Securities Ltd.,NIFTY SERVICES
ZYDUSWELL,Zydus Wellness Limited,NIFTY FMCG
MILESTONE,Milestone Global Limited,NIFTY CONST MAT
BERVINL,Bervin Investments And Leasing Ltd.,NIFTY FINANCIAL SERVICES
GUJINV,Gujarat Investa Ltd.,NIFTY FINANCIAL SERVICES
CONCOR,Container Corporation Of India Ltd.,NIFTY SERVICES
EASTRED,Eastern Treads Ltd.,NIFTY AUTO
PANACEABIO,Panacea Biotec Ltd.,NIFTY PHARMA
PEETISEC,Peeti Securities Ltd.,
MERCURYEV,MERCURY EV-TECH LIMITED,NIFTY AUTO
CHOICEIN,Choice International Ltd,NIFTY FINANCIAL SERVICES
SRAMSET,Shriram Asset Management Co.Ltd.,NIFTY FINANCIAL SERVICES
GOLECHA,Golechha Global Finance Ltd.,NIFTY SERVICES
EKANSH,Ekansh Concepts Limited,NIFTY SERVICES
SPAR,SPARC ELECTREX LIMITED,NIFTY IT
BYKE,The Byke Hospitality    Ltd,NIFTY SERVICES
CSURGSU,Centenial Surgical Suture Ltd.,NIFTY PHARMA
ARIHANT,Arihant Foundations & Housing Ltd.,NIFTY REALTY
HASTIFIN,Hasti Finance Ltd.,NIFTY FINANCIAL SERVICES
UPSURGE,Upsurge Investment And Finance Ltd.,NIFTY FINANCIAL SERVICES
PADAMCO,Padam Cotton Yarns Ltd.,
WOMENNET,Women Networks Ltd.,NIFTY IT
POLYCON,Polycon International Ltd.,
SOURCENTRL,Source Natural Foods & Herbal Suppl Ltd,NIFTY PHARMA
GGAUTO,G.G.Automotive Gears Ltd.,NIFTY AUTO
ALMONDZ,Almondz Global Securities Limited,NIFTY FINANCIAL SERVICES
LWSKNIT,LWS Knitwear Ltd,NIFTY SERVICES
ANSINDUS,ANS Limited,NIFTY FMCG
TUNITEX,Tuni Textile Mills Ltd.,
RADIXIND,Radix Industries (India) Limited,NIFTY FMCG
NARPROP,Narendra Properties Ltd.,NIFTY REALTY
MEGACOR,Mega Corporation Ltd,NIFTY FINANCIAL SERVICES
TNPL,Tamil Nadu Newsprint And Papers Ltd,
SHAKTIPUMP,Shakti Pumps (India) Ltd.,
SYTIXSE,Systematix Securities Ltd.,NIFTY FINANCIAL SERVICES
SUNGOLD,Sungold Capital Ltd.,NIFTY FINANCIAL SERVICES
SAFFRON,Saffron Industries Limited,
PWASML,Prakash Woollen & Synthetic Mills Ltd ,
GOLDTECH,AION-TECH SOLUTIONS LIMITED,NIFTY IT
LYONSCO,Lyons Corporate Market Ltd.,NIFTY FINANCIAL SERVICES
VARDHMAN,Vardhman Concrete Limited,NIFTY CONST MAT
GRMOVER,GRM Overseas Ltd.,NIFTY FMCG
MOHITIND,Mohit Industries Limited,
POLYLINK,Polylink Polymers (india) Ltd.,NIFTY CHEMICALS
MINAXI,Minaxi Textiles Ltd.,
BOSTONBIO,Boston Bio Systems Ltd.,NIFTY PHARMA
CONTICON,Continental Controls Ltd.,
NOUVEAU,Nouveau Global Ventures Limited,NIFTY SERVICES
DUKEOFS,Duke Offshore Ltd.,NIFTY ENERGY
CYBELEIND,Cybele  Industries Limited,
FILME,Filmcity Media Ltd.,NIFTY MEDIA
CGVAK,Cg-Vak Software & Exports Ltd.,NIFTY IT
NAVKARURB,NAVKAR URBANSTRUCTURE LIMITED,
BLUECOAST,Blue Coast Hotels Ltd,NIFTY SERVICES
MADHUCON,Madhucon Projects Ltd.,
SYBLY,Sybly Industries Ltd.,
RAJESHEXPO,Rajesh Exports Ltd.,NIFTY CONSUMER DURABLES
ESARIND,Esaar (India) Ltd.,NIFTY SERVICES
MARIS,Maris Spinners Ltd.,
INDERGR,Indergiri Finance ltd.,NIFTY FINANCIAL SERVICES
SKRABUL,Shukra Bullions Limited,NIFTY SERVICES
EVEREADY,Eveready Industries India Ltd.,NIFTY FMCG
STEP2COR,Step Two Corporation Ltd.,NIFTY FINANCIAL SERVICES
ORIENTTR,Orient Tradelink Ltd.,NIFTY MEDIA
VIKASPROP,VIKAS PROPPANT & GRANITE LTD.,NIFTY FMCG
DESHRAK,Desh Rakshak Aushdhalaya Ltd.,NIFTY PHARMA
ACESOFT,Ace Software Exports ltd.,NIFTY IT
SOFTRAKV,Softrak Venture Investments Ltd.,NIFTY FINANCIAL SERVICES
HATSUN,Hatsun Agro Products Ltd.,NIFTY FMCG
ACCEDERE,ACCEDERE LIMITED,NIFTY IT
JYOTHI,Jyothi Infraventures Ltd.,NIFTY SERVICES
RISHDIGA,Rishabh Digha Steel And Allied Prod,
MAINFRA,Maruti Infrastructure Ltd.,
KOBO,KOBO BIOTECH LIMITED,NIFTY CHEMICALS
JINDWORLD,Jindal Worldwide Ltd.,
SOMANYCERA,Somany Ceramics Limited,NIFTY CONSUMER DURABLES
JHACC,Jhaveri Credits & Capital Ltd.,NIFTY FINANCIAL SERVICES
RAGHUTOB,Raghunath Tobacco Co. Ltd.,NIFTY REALTY
DRL,DISHA RESOURCES LIMITED,NIFTY SERVICES
CORALFINAC,Coral India Finance And Housing Ltd,NIFTY SERVICES
AMITSEC,Amit Securities Ltd.,NIFTY FINANCIAL SERVICES
PUSHPIN,Pushpsons Industries Ltd.,
ASHUTPM,Ashutosh Paper Mills Ltd.,
SANJIVIN,Sanjivani Paranteral Ltd.,NIFTY PHARMA
